id,context,question,answer_text,answer_start,language,stratify,fold,gold_s
e60195863,"பல ஆயிரம் ஆண்டுகளாக உலகின் மிகப்பெரிய அமைப்புக்கள் பிரமிடுகளாகவே இருந்தன. முதலில் எகிப்தில் டாசுர் நக்குரோபோலிசில் உள்ள சிவப்புப் பிரமிட்டும், பின்னர் கூபுவின் பெரிய பிரமிடும் மிகப்பெரிய அமைப்புக்களாக இருந்தன. பழைய ஏழு உலக அதிசயங்களுள் இன்றும் நிலைத்திருப்பது கூபுவின் பெரிய பிரமிடு மட்டுமே. இது பெரும்பாலும் சுண்ணக்கல்லால் கட்டப்பட்டுள்ளது; சில உள்ளறைகள் சிவப்பு கிரானைட்டு கற்களால் ஆனவை. கட்டிடவியல் அதிசயம் எனப்படும் பெரி பிரமிடில் 2.5 tonnes (5,500lb) இலிருந்து 15 tonnes (33,000lb) வரை எடையுள்ள 1,300,000 கற்கள் கொண்டு 13 ஏக்கரா நிலப்பரபில் கட்டப்பட்டுள்ளது. இதன் அடி சதுரத்தின் ஒவ்வொரு பக்கமும் ஏறத்தாழ 230மீ (755அடி) நீளமுடையதாக உள்ளது.இதன் உயரம் கட்டப்பட்டபோது 146.5மீ (488அடி)யாக இருந்தது. ஆனால் உச்சியில் இருந்த வெண்ணிற துரா சுண்ணக்கற்கள் திருடப்பட்டு கெய்ரோவில் கட்டுமானத்திற்கு பயன்படுத்தப்பட்டதால் இன்று இதன் உயரம் 137மீ (455அடி)யாக உள்ளது. இருப்பினும் இதுவே மிக உயரமான பிரமிடாக விளங்குகிறது.",உலகின் மிகப்பெரிய பிரமிடு எந்த நாட்டில் உள்ளது?,எகிப்தில்,82,tamil,tamil,1,"பல ஆயிரம் ஆண்டுகளாக உலகின் மிகப்பெரிய அமைப்புக்கள் பிரமிடுகளாகவே இருந்தன. முதலில் எகிப்தில் டாசுர் நக்குரோபோலிசில் உள்ள சிவப்புப் பிரமிட்டும், பின்னர் கூபுவின் பெரிய பிரமிடும் மிகப்பெரிய அமைப்புக்களாக இருந்தன. பழைய ஏழு உலக அதிசயங்களுள் இன்றும் நிலைத்திருப்பது கூபுவின் பெரிய பிரமிடு மட்டுமே. இது பெரும்பாலும் சுண்ணக்கல்லால் கட்டப்பட்டுள்ளது; சில உள்ளறைகள் சிவப்பு கிரானைட்டு கற்களால் ஆனவை. கட்டிடவியல் அதிசயம் எனப்படும் பெரி பிரமிடில் 2.5 tonnes (5,500lb) இலிருந்து 15 tonnes (33,000lb) வரை எடையுள்ள 1,300,000 கற்கள் கொண்டு 13 ஏக்கரா நிலப்பரபில் கட்டப்பட்டுள்ளது. இதன் அடி சதுரத்தின் ஒவ்வொரு பக்கமும் ஏறத்தாழ 230மீ (755அடி) நீளமுடையதாக உள்ளது.இதன் உயரம் கட்டப்பட்டபோது 146.5மீ (488அடி)யாக இருந்தது. ஆனால் உச்சியில் இருந்த வெண்ணிற துரா சுண்ணக்கற்கள் திருடப்பட்டு கெய்ரோவில் கட்டுமானத்திற்கு பயன்படுத்தப்பட்டதால் இன்று இதன் உயரம் 137மீ (455அடி)யாக உள்ளது. இருப்பினும் இதுவே மிக உயரமான பிரமிடாக விளங்குகிறது."
557cf465b,"इसकी खोज जार्ज ओह्म ने सन 1820 ई. में की। [1], विद्युत प्रतिरोध यांत्रिक घर्षण के कुछ कुछ समतुल्य है। इसकी SI इकाई है ओह्म (चिन्ह Ω).",विद्युत घटक अवरोध का आविष्कार किसने किया था?,जार्ज ओह्म,9,hindi,hindi,3,"इसकी खोज जार्ज ओह्म ने सन 1820 ई. में की। [1], विद्युत प्रतिरोध यांत्रिक घर्षण के कुछ कुछ समतुल्य है। इसकी SI इकाई है ओह्म (चिन्ह Ω)."
2d4b48611,"இங்கிலாந்து ஐக்கிய இராச்சியத்திலுள்ள நான்கு நாடுகளுள் பெரியதாகும்.[1][2][3] மேற்கில் இது வேல்ஸ் நாட்டையும் வடக்கில் ஸ்காட்லாந்து நாட்டையும் நில எல்லைகளாகக் கொண்டுள்ளது. ஐரிஷ் கடலினை வட மேற்கிலும், செல்டிக் கடலைத் தென் மேற்கிலும்  வடகடலைக் கிழக்கிலும் கொண்டுள்ளது. ஐரோப்பியக் கண்டத்தில் இருந்து ஆங்கிலக் கால்வாய் இங்கிலாந்தைப் பிரிக்கிறது. பெரிய பிரித்தானியாவின் தென், நடுவண் பகுதிகளைக் கொண்டிருப்பதுடன் சில்லி தீவுகள் போன்ற நூற்றுக்கும் மேலான சிறுசிறு தீவுகளையும் அடக்கி உள்ளது. ஐரோப்பாக் கண்டத்துக்கு வட மேற்கில் அமைந்துள்ளது. இதன் தலைநகரம் லண்டன் ஆகும். இந்நாடு பத்தாம் நூற்றாண்டில் உருவானது.",இங்கிலாந்து நாட்டின் தலைநகரம் எது?,லண்டன்,542,tamil,tamil,3,"இங்கிலாந்து ஐக்கிய இராச்சியத்திலுள்ள நான்கு நாடுகளுள் பெரியதாகும்.[1][2][3] மேற்கில் இது வேல்ஸ் நாட்டையும் வடக்கில் ஸ்காட்லாந்து நாட்டையும் நில எல்லைகளாகக் கொண்டுள்ளது. ஐரிஷ் கடலினை வட மேற்கிலும், செல்டிக் கடலைத் தென் மேற்கிலும்  வடகடலைக் கிழக்கிலும் கொண்டுள்ளது. ஐரோப்பியக் கண்டத்தில் இருந்து ஆங்கிலக் கால்வாய் இங்கிலாந்தைப் பிரிக்கிறது. பெரிய பிரித்தானியாவின் தென், நடுவண் பகுதிகளைக் கொண்டிருப்பதுடன் சில்லி தீவுகள் போன்ற நூற்றுக்கும் மேலான சிறுசிறு தீவுகளையும் அடக்கி உள்ளது. ஐரோப்பாக் கண்டத்துக்கு வட மேற்கில் அமைந்துள்ளது. இதன் தலைநகரம் லண்டன் ஆகும். இந்நாடு பத்தாம் நூற்றாண்டில் உருவானது."
047e3b82d,"सग्रादा फैमिलिया के बेसिलिका दरअसल एक पुस्तक विक्रेता की प्रेरणा थी। इस पुस्तक विक्रेता का नाम जोसफ मारिया बोकाबेल्ला (Josep Maria Bocabella) था जो कि एसोसिएशन एस्प्रिचुअल दे देवॉतॉस दे सान होज़े (Asociación Espiritual de Devotos de San José) नामक धार्मिक संगठन का संस्थापक रहा है। [14] वेटिकन शहर की एक यात्रा के बाद 1872 में बोकाबेल्ला एक चर्च के निर्माण के इरादे से इटली से लौटे जिसकी प्रेरना का मुख्य स्रोत लोरेटो थे। [14] की डिजाइन करने के लिए, सेंट जोसेफ के त्योहार पर, 19 मार्च 1882 शुरू हो गया था दान द्वारा वित्त पोषित चर्च के apse तहखाना, जिसका योजना एक मानक रूप से एक गोथिक पुनरुद्धार चर्च के लिए था,[15] शुरुआती काम 18 मार्च 1883 को शुरू किया गया। इसके पहले वस्तुकला विशेषज्ञ फ़्रांसिस दे पौला देल विल्लार इ लोज़ानो थे जिनका इरादा गोथिक कला को पुनः स्थापित करना था।[14] 1883 तक इस शैली में एक महराब बना दी गई और तभी गौदी ने निर्माण की कमान अपने हाथ में ली। [14] हालांकि 1883 गौदी निर्माण से जुड़ गए, परन्तु केवल 1884 से उन्हें वास्तुकला निर्देशक का पद दिया गया था।",सग्रादा फैमिलिया का निर्माण किस साल में शुरू हुआ था?,19 मार्च 1882,476,hindi,hindi,4,"सग्रादा फैमिलिया के बेसिलिका दरअसल एक पुस्तक विक्रेता की प्रेरणा थी। इस पुस्तक विक्रेता का नाम जोसफ मारिया बोकाबेल्ला (Josep Maria Bocabella) था जो कि एसोसिएशन एस्प्रिचुअल दे देवॉतॉस दे सान होज़े (Asociación Espiritual de Devotos de San José) नामक धार्मिक संगठन का संस्थापक रहा है। [14] वेटिकन शहर की एक यात्रा के बाद 1872 में बोकाबेल्ला एक चर्च के निर्माण के इरादे से इटली से लौटे जिसकी प्रेरना का मुख्य स्रोत लोरेटो थे। [14] की डिजाइन करने के लिए, सेंट जोसेफ के त्योहार पर, 19 मार्च 1882 शुरू हो गया था दान द्वारा वित्त पोषित चर्च के apse तहखाना, जिसका योजना एक मानक रूप से एक गोथिक पुनरुद्धार चर्च के लिए था,[15] शुरुआती काम 18 मार्च 1883 को शुरू किया गया। इसके पहले वस्तुकला विशेषज्ञ फ़्रांसिस दे पौला देल विल्लार इ लोज़ानो थे जिनका इरादा गोथिक कला को पुनः स्थापित करना था।[14] 1883 तक इस शैली में एक महराब बना दी गई और तभी गौदी ने निर्माण की कमान अपने हाथ में ली। [14] हालांकि 1883 गौदी निर्माण से जुड़ गए, परन्तु केवल 1884 से उन्हें वास्तुकला निर्देशक का पद दिया गया था।"
df1aa5aa9,சூரியகாந்திகள்  (Helianthus annuus ) என்பவை  அமெரிக்க நாடுகளில் உருவான ஆண்டுத் தாவரங்கள் ஆகும். இவை மிகப்பெரிய மஞ்சரியை (பூங்கொத்து) உடையவை. ,சூரியகாந்தி தாவரத்தின் அறிவியல் பெயர் என்ன?,Helianthus annuus,17,tamil,tamil,1,சூரியகாந்திகள்  (Helianthus annuus ) என்பவை  அமெரிக்க நாடுகளில் உருவான ஆண்டுத் தாவரங்கள் ஆகும். இவை மிகப்பெரிய மஞ்சரியை (பூங்கொத்து) உடையவை. 
7553689e1,"गुर्जर प्रतिहार वंश या प्रतिहार वंश मध्यकाल के दौरान मध्य-उत्तर भारत के एक बड़े हिस्से में राज्य करने वाला राजवंश था, जिसकी स्थापना नागभट्ट नामक एक सामन्त ने ७२५ ई॰ में की थी। इस राजवंश के लोग स्वयं को राम के अनुज लक्ष्मण के वंशज मानते थे, जिसने अपने भाई राम को एक विशेष अवसर पर प्रतिहार की भाँति सेवा की। इस राजवंश की उत्पत्ति, प्राचीन कालीन ग्वालियर प्रशस्ति अभिलेख से ज्ञात होती है। अपने स्वर्णकाल में प्रतिहार साम्राज्य पश्चिम में सतलुज नदी से उत्तर में हिमालय की तराई और पुर्व में बंगाल-असम से दक्षिण में सौराष्ट्र और नर्मदा नदी तक फैला हुआ था। सम्राट मिहिर भोज, इस राजवंश का सबसे प्रतापी और महान राजा थे। अरब लेखकों ने मिहिरभोज के काल को सम्पन्न काल बताते हैं। इतिहासकारों का मानना है कि प्रतिहार राजवंश ने भारत को अरब हमलों से लगभग ३०० वर्षों तक बचाये रखा था, इसलिए प्रतिहार (रक्षक) नाम पड़ा।",गुर्जर प्रतिहार वंश की स्थापना किस राजा ने की थी?,नागभट्ट,132,hindi,hindi,0,"गुर्जर प्रतिहार वंश या प्रतिहार वंश मध्यकाल के दौरान मध्य-उत्तर भारत के एक बड़े हिस्से में राज्य करने वाला राजवंश था, जिसकी स्थापना नागभट्ट नामक एक सामन्त ने ७२५ ई॰ में की थी। इस राजवंश के लोग स्वयं को राम के अनुज लक्ष्मण के वंशज मानते थे, जिसने अपने भाई राम को एक विशेष अवसर पर प्रतिहार की भाँति सेवा की। इस राजवंश की उत्पत्ति, प्राचीन कालीन ग्वालियर प्रशस्ति अभिलेख से ज्ञात होती है। अपने स्वर्णकाल में प्रतिहार साम्राज्य पश्चिम में सतलुज नदी से उत्तर में हिमालय की तराई और पुर्व में बंगाल-असम से दक्षिण में सौराष्ट्र और नर्मदा नदी तक फैला हुआ था। सम्राट मिहिर भोज, इस राजवंश का सबसे प्रतापी और महान राजा थे। अरब लेखकों ने मिहिरभोज के काल को सम्पन्न काल बताते हैं। इतिहासकारों का मानना है कि प्रतिहार राजवंश ने भारत को अरब हमलों से लगभग ३०० वर्षों तक बचाये रखा था, इसलिए प्रतिहार (रक्षक) नाम पड़ा।"
4c38392a6,"கிட்டத்தட்ட 42,000 ஆண்டுகளாக ஆஸ்திரேலியப் பழங்குடிகள் ஆஸ்திரேலியப் பெரு நிலப்பரப்பில் வாழ்ந்து வருவதாக வரலாறு சொல்கிறது[1]. அவ்வப்போது வடக்கில் இருந்து மீனவர்களும், பின்னர் 1606 இல் டச்சு நாடுகாண் பயணிகள் ஐரோப்பாவில் இருந்தும் இங்கு வந்து போன பின்னர்[2], 1770 இல் ஆஸ்திரேலியாவின் கிழக்குப் பகுதியில் வந்திறங்கிய ஆங்கிலேயர் அதனை ஐக்கிய இராச்சியத்துக்கென உரிமை கொண்டாடினர். ஆரம்பத்தில் ஆங்கிலேய, ஸ்கொட்டியக் குற்றவாளிகளின் குடியேற்றத் திட்டமாக ஜனவரி 26, 1788 இல் நியூ சவுத் வேல்ஸ் என்ற குடியேற்றப் பகுதி உருவாக்கப்பட்டது. பின்னர் மக்கள் தொகை பெருக, ஆஸ்திரேலியாவின் மேலும் பல புதிய பகுதிகள் கண்டுபிடிக்கப்பட்டு 19ம் நூற்றாண்டின் காலப்பகுதியில் சுயாட்சி கொண்ட மேலும் ஐந்து பிரித்தானியக் குடியேற்றப் பகுதிகள் அமைக்கப்பட்டன. ஜனவரி 1, 1901 இல் ஆறு தனித்தனியான குடியேற்றப் பகுதிகளும் ஒன்றிணைந்து பொதுநலவாய ஆஸ்திரேலியா என்ற திறந்த மக்களாட்சி அரசியலமைப்புடன் கூட்டமைப்பு அரசை உருவாக்கின. இதன் தலைநகரம் கான்பரா ஆகும்.",அவுஸ்திரேலியா நாட்டின் தலைநகரம் எது?,கான்பரா,892,tamil,tamil,4,"கிட்டத்தட்ட 42,000 ஆண்டுகளாக ஆஸ்திரேலியப் பழங்குடிகள் ஆஸ்திரேலியப் பெரு நிலப்பரப்பில் வாழ்ந்து வருவதாக வரலாறு சொல்கிறது[1]. அவ்வப்போது வடக்கில் இருந்து மீனவர்களும், பின்னர் 1606 இல் டச்சு நாடுகாண் பயணிகள் ஐரோப்பாவில் இருந்தும் இங்கு வந்து போன பின்னர்[2], 1770 இல் ஆஸ்திரேலியாவின் கிழக்குப் பகுதியில் வந்திறங்கிய ஆங்கிலேயர் அதனை ஐக்கிய இராச்சியத்துக்கென உரிமை கொண்டாடினர். ஆரம்பத்தில் ஆங்கிலேய, ஸ்கொட்டியக் குற்றவாளிகளின் குடியேற்றத் திட்டமாக ஜனவரி 26, 1788 இல் நியூ சவுத் வேல்ஸ் என்ற குடியேற்றப் பகுதி உருவாக்கப்பட்டது. பின்னர் மக்கள் தொகை பெருக, ஆஸ்திரேலியாவின் மேலும் பல புதிய பகுதிகள் கண்டுபிடிக்கப்பட்டு 19ம் நூற்றாண்டின் காலப்பகுதியில் சுயாட்சி கொண்ட மேலும் ஐந்து பிரித்தானியக் குடியேற்றப் பகுதிகள் அமைக்கப்பட்டன. ஜனவரி 1, 1901 இல் ஆறு தனித்தனியான குடியேற்றப் பகுதிகளும் ஒன்றிணைந்து பொதுநலவாய ஆஸ்திரேலியா என்ற திறந்த மக்களாட்சி அரசியலமைப்புடன் கூட்டமைப்பு அரசை உருவாக்கின. இதன் தலைநகரம் கான்பரா ஆகும்."
eba0f2176,"बहरहाल, 15 अक्टूबर 1854 को ऑस्कर वाइल्ड जन्मे थे। कीरो की भविष्यवाणी पर दृष्टिपात करें तो 1895 में ऑस्कर वाइल्ड ने समाज के नैतिक नियमों का उल्लंघन कर दिया। फलस्वरूप समाज में उनकी अब तक अर्जित प्रतिष्ठा, मान-सम्मान और सारी उपलब्धियाँ ध्वस्त हो गईं। यहाँ तक कि उन्हें दो वर्ष का कठोर कारावास भी भुगतना पड़ा। जब ऑस्कर वाइल्ड ने अपने सौभाग्य के चमकते सितारे को डूबते हुए और अपनी कीर्ति पताका को झुकते हुए देखा तो उनके धैर्य ने जवाब दे दिया।",उपन्यासकार ऑस्कर वाइल्ड का जन्म कब हुआ था?,15 अक्टूबर 1854,8,hindi,hindi,4,"बहरहाल, 15 अक्टूबर 1854 को ऑस्कर वाइल्ड जन्मे थे। कीरो की भविष्यवाणी पर दृष्टिपात करें तो 1895 में ऑस्कर वाइल्ड ने समाज के नैतिक नियमों का उल्लंघन कर दिया। फलस्वरूप समाज में उनकी अब तक अर्जित प्रतिष्ठा, मान-सम्मान और सारी उपलब्धियाँ ध्वस्त हो गईं। यहाँ तक कि उन्हें दो वर्ष का कठोर कारावास भी भुगतना पड़ा। जब ऑस्कर वाइल्ड ने अपने सौभाग्य के चमकते सितारे को डूबते हुए और अपनी कीर्ति पताका को झुकते हुए देखा तो उनके धैर्य ने जवाब दे दिया।"
205310030,பொருள்அடர்த்தி (கி.கி/மீ3)திடம் இரிடியம்22650ஆஸ்மியம்22610பிளாட்டினம்21450தங்கம்19300டங்க்ஸ்டன்19250யுரேனியம்19050பாதரசம்13580பலேடியம்12023ஈயம்11340வெள்ளி10490செப்பு 8960இரும்பு 7870வெள்ளீயம் 7310டைட்டேனியம் 4507வைரம் 3500அலுமீனியம் 2700மக்னீசியம் 1740திரவம்கடல் நீர் 1025நீர் 1000ஈத்தைல் ஆல்கஹால் 790பெட்ரோல் 730Aerogel 3.0எடுத்துக்காட்டு காற்று1.2,இரும்பின் அடர்த்தி எவ்வளவு?,7870,178,tamil,tamil,1,பொருள்அடர்த்தி (கி.கி/மீ3)திடம் இரிடியம்22650ஆஸ்மியம்22610பிளாட்டினம்21450தங்கம்19300டங்க்ஸ்டன்19250யுரேனியம்19050பாதரசம்13580பலேடியம்12023ஈயம்11340வெள்ளி10490செப்பு 8960இரும்பு 7870வெள்ளீயம் 7310டைட்டேனியம் 4507வைரம் 3500அலுமீனியம் 2700மக்னீசியம் 1740திரவம்கடல் நீர் 1025நீர் 1000ஈத்தைல் ஆல்கஹால் 790பெட்ரோல் 730Aerogel 3.0எடுத்துக்காட்டு காற்று1.2
0ddbdb4b5,"கணிதம், இயற்பியல், வேதியியல், உயிரியல், மின்சாரம் மற்றும் உலோகம் போன்ற துறைகளில் 20 ஆம் நூற்றாண்டின் தொழில்நுட்ப வளர்ச்சிக்கான அடித்தளத்தை அமைத்ததில் 19 ஆம் நூற்றாண்டு பெரும்பங்கு வகித்தது.[4] தொழில்துறைபுரட்சி கிரேட்பிரிட்டனில் தொடங்கி ஐரோப்பா கண்டம், வட அமெரிக்கா மற்றும் ஜப்பானுக்கு பரவியது. விக்டோரியா சகாப்தம் சிறு குழந்தைகளின் ஆலைகளில் தொழிற்சாலைகளிலும் சுரங்கங்களிலும் பயன் பெற்றது. அதேபோல் மனத்தாழ்மை மற்றும் பாலின பாத்திரங்கள் தொடர்பான கடுமையான சமூக நெறிகள் இருந்தன. ஜப்பானின் முதல் சீன-ஜப்பானிய போரில் கிங் வம்சத்தின் கீழ், சீனாவை தோற்கடிப்பதற்கு முன்னர், மீஜி ரெஸ்டாரேசனைத் தொடர்ந்து விரைவான நவீனமயமாக்கல் திட்டத்தை ஜப்பான் மேற்கொண்டது.",பேஸ்பால் முதலில் எந்த நாட்டில் துவங்கப்பட்டது?,பிரிட்டனில்,217,tamil,tamil,1,"கணிதம், இயற்பியல், வேதியியல், உயிரியல், மின்சாரம் மற்றும் உலோகம் போன்ற துறைகளில் 20 ஆம் நூற்றாண்டின் தொழில்நுட்ப வளர்ச்சிக்கான அடித்தளத்தை அமைத்ததில் 19 ஆம் நூற்றாண்டு பெரும்பங்கு வகித்தது.[4] தொழில்துறைபுரட்சி கிரேட்பிரிட்டனில் தொடங்கி ஐரோப்பா கண்டம், வட அமெரிக்கா மற்றும் ஜப்பானுக்கு பரவியது. விக்டோரியா சகாப்தம் சிறு குழந்தைகளின் ஆலைகளில் தொழிற்சாலைகளிலும் சுரங்கங்களிலும் பயன் பெற்றது. அதேபோல் மனத்தாழ்மை மற்றும் பாலின பாத்திரங்கள் தொடர்பான கடுமையான சமூக நெறிகள் இருந்தன. ஜப்பானின் முதல் சீன-ஜப்பானிய போரில் கிங் வம்சத்தின் கீழ், சீனாவை தோற்கடிப்பதற்கு முன்னர், மீஜி ரெஸ்டாரேசனைத் தொடர்ந்து விரைவான நவீனமயமாக்கல் திட்டத்தை ஜப்பான் மேற்கொண்டது."
1b9c3a737,"சஃகாரா அல்லது சஹாரா பாலைவனம் (அரபு:الصحراء الكبرى) என்பது ஆப்பிரிக்காவின் வடபகுதியில் அமைந்துள்ள உலகின் மிகப் பெரிய சுடு பாலைவனம் ஆகும். குளிர் பனிப் பாலை நிலமாக அண்டார்ட்டிக்காவைக் கொண்டால் சகாரா பாலைவனம் இரண்டாவது மிகப் பெரிய பாலைவனம் ஆகும். இதன் பரப்பளவு 9,000,000 சதுர கிலோமீட்டர்களாகும் (3,500,000 சதுர மைல்கள்). இப்பரப்பானது ஏறத்தாழ ஐக்கிய அமெரிக்க நாடுகளின் அளவுக்கு பெரியதாகும். இப்பாலைவனம் மத்திய தரைக்கடல் கடற்கரையின் வளமான பகுதிகள், மக்ரேபின் அட்லஸ் மலைகள், எகிப்து மற்றும் சூடானில் உள்ள நைல் ஆற்றுப் பள்ளத்தாக்கு ஆகியவற்றில் வளமான பகுதியைத் தவிர்த்து, வட ஆப்பிரிக்காவின் பெரும்பகுதியைக் கொண்டுள்ளது. இது கிழக்கில் செங்கடலில் இருந்து நீண்டும், வடக்கே மத்திய தரைக்கடலும், மேற்கில் அட்லாண்டிக் பெருங்கடலையும் எல்லைகளாக கொண்டு, இதன் நிலப்பரப்பு கடற்கரையை நோக்கிச் செல்லச்செல்ல படிப்படியாக பாலைவனத்திலிருந்து கடலோர சமவெளியாக மாறுகிறது. தெற்கில், இது நைல் நதி பள்ளத்தாக்கு மற்றும் ஆப்பிரிக்காவின் துணை சகாராவின் வெப்பமான பகுதிக்கு அருகிலுள்ள அரைப் பாலைவன வெப்பமண்டல சவன்னாவை பட்டாயாச சுற்றியுள்ளது. சகாராவை மேற்கு சஹாரா, நடு அஹாகர் மலைகள், திபெஸ்டிக் மலைகள், ஏய்ர் மலைகள், டெனெரெ பாலைவனம், லிபிய பாலைவனம் போன்ற பல பிரதேசங்களாக பிரிக்கலாம்.   இப்பாலைவனம் ஏறத்தாழ 2.5 மில்லியன் ஆண்டுப் பழைமை வாய்ந்தது. அதற்கு முன் இங்கே ஏரிகளும் ஆறுகளும் இருந்தன. இப்பாலைவனம் செங்கடலில் ஆரம்பித்து நடு நிலக் கடற்பகுதி, அத்திலாந்திக்குப் பெருங்கடல் ஆகிய நீர்ப்பரப்புக்களை இணைக்கின்றது.",சகாரா பாலைவனம் எங்கே அமைந்துள்ளது?,ஆப்பிரிக்கா,58,tamil,tamil,4,"சஃகாரா அல்லது சஹாரா பாலைவனம் (அரபு:الصحراء الكبرى) என்பது ஆப்பிரிக்காவின் வடபகுதியில் அமைந்துள்ள உலகின் மிகப் பெரிய சுடு பாலைவனம் ஆகும். குளிர் பனிப் பாலை நிலமாக அண்டார்ட்டிக்காவைக் கொண்டால் சகாரா பாலைவனம் இரண்டாவது மிகப் பெரிய பாலைவனம் ஆகும். இதன் பரப்பளவு 9,000,000 சதுர கிலோமீட்டர்களாகும் (3,500,000 சதுர மைல்கள்). இப்பரப்பானது ஏறத்தாழ ஐக்கிய அமெரிக்க நாடுகளின் அளவுக்கு பெரியதாகும். இப்பாலைவனம் மத்திய தரைக்கடல் கடற்கரையின் வளமான பகுதிகள், மக்ரேபின் அட்லஸ் மலைகள், எகிப்து மற்றும் சூடானில் உள்ள நைல் ஆற்றுப் பள்ளத்தாக்கு ஆகியவற்றில் வளமான பகுதியைத் தவிர்த்து, வட ஆப்பிரிக்காவின் பெரும்பகுதியைக் கொண்டுள்ளது. இது கிழக்கில் செங்கடலில் இருந்து நீண்டும், வடக்கே மத்திய தரைக்கடலும், மேற்கில் அட்லாண்டிக் பெருங்கடலையும் எல்லைகளாக கொண்டு, இதன் நிலப்பரப்பு கடற்கரையை நோக்கிச் செல்லச்செல்ல படிப்படியாக பாலைவனத்திலிருந்து கடலோர சமவெளியாக மாறுகிறது. தெற்கில், இது நைல் நதி பள்ளத்தாக்கு மற்றும் ஆப்பிரிக்காவின் துணை சகாராவின் வெப்பமான பகுதிக்கு அருகிலுள்ள அரைப் பாலைவன வெப்பமண்டல சவன்னாவை பட்டாயாச சுற்றியுள்ளது. சகாராவை மேற்கு சஹாரா, நடு அஹாகர் மலைகள், திபெஸ்டிக் மலைகள், ஏய்ர் மலைகள், டெனெரெ பாலைவனம், லிபிய பாலைவனம் போன்ற பல பிரதேசங்களாக பிரிக்கலாம்.   இப்பாலைவனம் ஏறத்தாழ 2.5 மில்லியன் ஆண்டுப் பழைமை வாய்ந்தது. அதற்கு முன் இங்கே ஏரிகளும் ஆறுகளும் இருந்தன. இப்பாலைவனம் செங்கடலில் ஆரம்பித்து நடு நிலக் கடற்பகுதி, அத்திலாந்திக்குப் பெருங்கடல் ஆகிய நீர்ப்பரப்புக்களை இணைக்கின்றது."
0c38e66fa,"कनाडा सार्वजनिक सुरक्षा कनाडा की राष्ट्रीय आपात प्रबंधन एजेंसी है। प्रत्येक प्रांत से अपेक्षित है कि आपात स्थिति से निपटने के लिए कानून बनाए और साथ ही अपनी स्वयं की आपातकालीन प्रबंधन एजेंसियों की स्थापना करे जिन्हें आमतौर पर ""आपातकालीन उपाय संगठन"" (ईएमओ) कहा जाता है और जो नगर निगम और संघीय स्तर से प्राथमिक संपर्क के रूप कार्य करती हैं।",कनाडा की राष्ट्रीय आपात प्रबंधन एजेंसी का क्या नाम है?,कनाडा सार्वजनिक सुरक्षा,0,hindi,hindi,4,"कनाडा सार्वजनिक सुरक्षा कनाडा की राष्ट्रीय आपात प्रबंधन एजेंसी है। प्रत्येक प्रांत से अपेक्षित है कि आपात स्थिति से निपटने के लिए कानून बनाए और साथ ही अपनी स्वयं की आपातकालीन प्रबंधन एजेंसियों की स्थापना करे जिन्हें आमतौर पर ""आपातकालीन उपाय संगठन"" (ईएमओ) कहा जाता है और जो नगर निगम और संघीय स्तर से प्राथमिक संपर्क के रूप कार्य करती हैं।"
5a5b1105e,"अदरक (वानस्पतिक नाम: जिंजिबर ऑफ़िसिनेल / Zingiber officinale), एक भूमिगत रूपान्तरित तना है। यह मिट्टी के अन्दर क्षैतिज बढ़ता है। इसमें काफी मात्रा में भोज्य पदार्थ संचित रहता है जिसके कारण यह फूलकर मोटा हो जाता है। अदरक जिंजीबरेसी कुल का पौधा है। अधिकतर उष्णकटिबंधीय (ट्रापिकल्स) और शीतोष्ण कटिबंध (सबट्रापिकल) भागों में पाया जाता है। अदरक दक्षिण एशिया का देशज है किन्तु अब यह पूर्वी अफ्रीका और कैरेबियन में भी पैदा होता है। अदरक का पौधा चीन, जापान, मसकराइन और प्रशांत महासागर के द्वीपों में भी मिलता है। इसके पौधे में सिमपोडियल राइजोम पाया जाता है। ",अदरक का वैज्ञानिक नाम क्या है?,जिंजिबर ऑफ़िसिनेल,21,hindi,hindi,1,"अदरक (वानस्पतिक नाम: जिंजिबर ऑफ़िसिनेल / Zingiber officinale), एक भूमिगत रूपान्तरित तना है। यह मिट्टी के अन्दर क्षैतिज बढ़ता है। इसमें काफी मात्रा में भोज्य पदार्थ संचित रहता है जिसके कारण यह फूलकर मोटा हो जाता है। अदरक जिंजीबरेसी कुल का पौधा है। अधिकतर उष्णकटिबंधीय (ट्रापिकल्स) और शीतोष्ण कटिबंध (सबट्रापिकल) भागों में पाया जाता है। अदरक दक्षिण एशिया का देशज है किन्तु अब यह पूर्वी अफ्रीका और कैरेबियन में भी पैदा होता है। अदरक का पौधा चीन, जापान, मसकराइन और प्रशांत महासागर के द्वीपों में भी मिलता है। इसके पौधे में सिमपोडियल राइजोम पाया जाता है। "
